name,male_cnt,female_cnt
Nincy,0,5
Ninel,0,290
Nineth,0,6
Ninette,0,101
Nineveh,0,12
Ninfa,0,99
Nini,0,70
Ninive,0,29
Ninna,0,21
Ninoshka,0,41
Ninoska,0,15
Ninti,0,6
Niobe,0,158
Niobi,0,6
Nioka,0,5
Niola,0,5
Niome,0,37
Niomi,0,435
Niomie,0,35
Nira,0,113
Nirah,0,5
Nirali,0,96
Niralya,0,23
Niranjana,0,15
Niree,0,5
Niriah,0,11
Niriyah,0,5
Nirja,0,15
Nirmeen,0,5
Nirvana,0,433
Nirvi,0,50
Nisa,0,519
Nisaa,0,17
Nisha,0,662
Nishat,0,111
Nishay,0,10
Nishelle,0,10
Nishi,0,172
Nishika,0,102
Nishita,0,109
Nishitha,0,17
Nishka,0,342
Nishma,0,16
Nishta,0,15
Nishtha,0,95
Nisi,0,29
Nisma,0,15
Nisreen,0,121
Nissa,0,269
Nissi,0,291
Nissie,0,5
Nissy,0,5
Nita,0,209
Nitalia,0,15
Nitara,0,59
Nitasha,0,6
Nitaya,0,10
Nithila,0,86
Nithya,0,450
Niti,0,31
Nitika,0,72
Nittaya,0,11
Nitza,0,97
Nitzia,0,69
Nitzy,0,5
Niurca,0,5
Niurka,0,134
Niva,0,151
Nivaeh,0,25
Nivaya,0,26
Nivayah,0,10
Nivea,0,826
Niveah,0,216
Nivedha,0,33
Nivedita,0,68
Niveditha,0,10
Niveen,0,28
Nivetha,0,5
Niveya,0,9
Niveyah,0,17
Nivia,0,155
Niviah,0,20
Nivriti,0,33
Nixie,0,217
Nixmary,0,5
Niya,0,2196
Niyae,0,11
Niyah,0,1689
Niyahlee,0,6
Niyahna,0,6
Niyana,0,268
Niyanah,0,7
Niyanna,0,204
Niyara,0,6
Niyasia,0,24
Niyat,0,5
Niyathi,0,29
Niyati,0,244
Niyel,0,5
Niyeli,0,5
Niyelle,0,13
Niyema,0,6
Niyia,0,5
Niyla,0,311
Niylah,0,248
Niyomi,0,10
Niyona,0,11
Niyonna,0,89
Niza,0,66
Nizeria,0,5
Nizhoni,0,439
Nizhonii,0,6
Njeri,0,60
Nkara,0,5
Nkayla,0,5
Nkechi,0,33
Nkechinyere,0,13
Nkiruka,0,10
Nkiya,0,6
Nkiyah,0,5
Nneka,0,168
Nnenna,0,117
Nneoma,0,141
Noalani,0,11
Noami,0,167
Nodia,0,7
Noehmi,0,16
Noela,0,75
Noelani,0,1627
Noelany,0,5
Noele,0,11
Noeli,0,227
Noelia,0,3490
Noelie,0,38
Noelis,0,16
Noeliz,0,6
Noella,0,629
Noelli,0,5
Noellia,0,13
Noellie,0,12
Noelly,0,74
Noely,0,325
Noelya,0,8
Noema,0,5
Noemi,0,6500
Noemie,0,205
Noemy,0,715
Noga,0,133
Nohealani,0,89
Noheli,0,25
Nohelia,0,168
Nohely,0,176
Nohemi,0,718
Nohemy,0,173
Noire,0,8
Nokia,0,5
Nokomis,0,12
Nola,0,3088
Nolah,0,67
Nolani,0,23
Nolawit,0,12
Nolee,0,48
Noli,0,5
Nolia,0,10
Nolie,0,11
Nollie,0,77
Nolynn,0,19
Nomi,0,104
Nona,0,294
Noni,0,121
Noomi,0,22
Noon,0,21
Noora,0,296
Noorah,0,39
Nooreen,0,5
Noorhan,0,5
Noori,0,11
Nooriya,0,5
Noorjahan,0,5
Noraa,0,85
Norabelle,0,6
Noralee,0,22
Noraleigh,0,5
Noralie,0,5
Noralyn,0,22
Noralynn,0,17
Noran,0,18
Norea,0,5
Noreen,0,342
Noreli,0,22
Norelia,0,5
Norelis,0,5
Norelle,0,71
Norely,0,64
Norelys,0,5
Norene,0,18
Norhan,0,20
Noria,0,15
Noriah,0,181
Noriana,0,12
Norie,0,15
Norielle,0,7
Norika,0,5
Noriko,0,12
Norina,0,6
Norine,0,10
Norissa,0,13
Noriyah,0,35
Norma,0,2429
Normandy,0,15
Norra,0,5
Norrah,0,5
Noshin,0,17
Nou,0,9
Nouci,0,6
Nouf,0,12
Nouha,0,5
Noura,0,373
Nourah,0,6
Nouran,0,17
Noureen,0,11
Nourhan,0,27
Nouvelle,0,5
Novalea,0,12
Novalee,0,995
Novalei,0,14
Novaleigh,0,158
Novali,0,45
Novalie,0,128
Novaly,0,12
Novalyn,0,16
Novalynn,0,35
Novella,0,274
Novelle,0,29
November,0,329
Novena,0,6
Novi,0,8
Novia,0,103
Novie,0,10
Nowshin,0,11
Noy,0,6
Noya,0,145
Nozomi,0,58
Nseya,0,5
Nuala,0,170
Nuam,0,6
Nube,0,34
Nubia,0,763
Nubian,0,11
Nuha,0,365
Nuhamin,0,28
Numa,0,55
Nupur,0,51
Nura,0,249
Nurah,0,49
Nuran,0,5
Nuray,0,5
Nureen,0,5
Nuria,0,282
Nuriah,0,27
Nuriya,0,47
Nuriyah,0,36
Nurto,0,13
Nury,0,40
Nusaiba,0,55
Nusaibah,0,20
Nusayba,0,41
Nusaybah,0,97
Nusrat,0,130
Nuvia,0,539
Nuzhat,0,21
Ny,0,11
Nya,0,3897
Nyagoa,0,5
Nyahlee,0,5
Nyaijah,0,5
Nyailah,0,5
Nyaira,0,182
Nyairah,0,43
Nyaisa,0,37
Nyaisha,0,80
Nyaja,0,118
Nyajah,0,106
Nyajiah,0,5
Nyakume,0,6
Nyala,0,166
Nyalah,0,29
Nyalee,0,28
Nyalise,0,12
Nyamal,0,28
Nyana,0,320
Nyangel,0,12
Nyani,0,12
Nyanna,0,216
Nyanza,0,46
Nyara,0,117
Nyarah,0,32
Nyarai,0,5
Nyari,0,74
Nyarie,0,15
Nyasha,0,210
Nyashia,0,199
Nyasia,0,3507
Nyasiah,0,159
Nyauna,0,16
Nyazia,0,57
Nyaziah,0,5
Nybria,0,5
Nychelle,0,72
Nycole,0,158
Nydia,0,723
Nydirah,0,6
Nyeasia,0,5
Nyeema,0,110
Nyeemah,0,65
Nyeisha,0,127
Nyela,0,173
Nyelah,0,53
Nyele,0,5
Nyeli,0,97
Nyell,0,10
Nyella,0,50
Nyelle,0,197
Nyelli,0,75
Nyellie,0,85
Nyema,0,349
Nyemah,0,142
Nyemia,0,5
Nyemiah,0,5
Nyera,0,48
Nyesha,0,338
Nyeshia,0,34
Nygeria,0,119
Nyha,0,32
Nyhla,0,49
Nyia,0,332
Nyiah,0,172
Nyiana,0,5
Nyiasia,0,6
Nyiema,0,22
Nyiesha,0,38
Nyila,0,52
Nyilah,0,46
Nyima,0,184
Nyimah,0,62
Nyirah,0,37
Nyisha,0,64
Nyja,0,121
Nyjae,0,136
Nyjai,0,58
Nyjeria,0,13
Nyjia,0,17
Nykayla,0,82
Nykeah,0,6
Nykeia,0,5
Nykeira,0,16
Nykera,0,37
Nykeria,0,356
Nykerria,0,66
Nykhia,0,30
Nykia,0,319
Nykiah,0,67
Nykiera,0,10
Nykira,0,176
Nykiria,0,5
Nykole,0,87
Nyla,0,11306
Nylaa,0,24
Nylae,0,5
Nylah,0,5309
Nylajah,0,5
Nylani,0,34
Nylasia,0,42
Nylaya,0,28
Nylayah,0,19
Nylea,0,37
Nyleah,0,125
Nylee,0,110
Nyleen,0,25
Nyleigh,0,7
Nylene,0,11
Nyleve,0,5
Nylia,0,178
Nyliah,0,144
Nylie,0,23
Nyliyah,0,38
Nylla,0,22
Nyllah,0,19
Nymeria,0,5
Nyna,0,99
Nyobi,0,31
Nyoka,0,26
Nyome,0,15
Nyomee,0,5
Nyomi,0,1235
Nyomie,0,122
Nyomii,0,7
Nyona,0,11
Nyonna,0,93
Nyota,0,5
Nyra,0,196
Nyrah,0,50
Nyria,0,5
Nyriah,0,109
Nyrie,0,62
Nyrissa,0,5
Nyrobi,0,15
Nysa,0,175
Nysha,0,97
Nyshae,0,5
Nyshay,0,5
Nyshia,0,23
Nysia,0,35
Nyssa,0,703
Nytasia,0,22
Nyteria,0,11
Nyvaeh,0,8
Nyvea,0,6
Nyveah,0,20
Nyvia,0,5
Nyya,0,12
Nyzeria,0,17
Nyzeth,0,5
Nzinga,0,40
Nzingha,0,21
Nzuri,0,10
Oaklei,0,9
Oakleigh,0,259
Oakli,0,13
Oaklie,0,199
Oaklynn,0,85
Oanh,0,5
Obehi,0,5
Obianuju,0,17
Oceana,0,524
Oceane,0,76
Oceania,0,19
Oceanna,0,229
Octavia,0,1868
Octaviana,0,5
Octayvia,0,12
Octivia,0,5
October,0,509
Odali,0,17
Odaliz,0,143
Odaly,0,43
Odalys,0,1688
Odalyz,0,5
Odel,0,5
Odelia,0,298
Odessa,0,790
Odessey,0,14
Odet,0,7
Odeth,0,51
Odett,0,11
Odette,0,557
Odilia,0,42
Odyssey,0,257
Ofelia,0,783
Ofri,0,6
Ogechi,0,127
Oghosa,0,5
Ohana,0,80
Ohanna,0,67
Ohara,0,10
Ohemaa,0,12
Ojasvi,0,6
Okairy,0,5
Okalani,0,12
Oksana,0,352
Oktober,0,54
Ola,0,164
Olachi,0,13
Olana,0,25
Olani,0,12
Olanna,0,15
Olaya,0,6
Olea,0,12
Olena,0,129
Olesia,0,47
Olesya,0,76
Olevia,0,85
Olexa,0,10
Olga,0,1722
Olia,0,10
Oliana,0,84
Olianna,0,5
Olimpia,0,54
Olina,0,129
Olinda,0,11
Olisa,0,5
Oliva,0,385
Olivea,0,397
Oliveah,0,70
Olivet,0,5
Oliviaann,0,10
Oliviagrace,0,76
Oliviah,0,457
Oliviamarie,0,35
Oliviana,0,125
Olivianna,0,77
Oliviarose,0,63
Olivija,0,5
Olivine,0,22
Oliviya,0,56
Oliviyah,0,15
Olivya,0,268
Olivyah,0,5
Oliwia,0,192
Oliyah,0,6
Ollivia,0,11
Olliyah,0,5
Ololade,0,16
Oluchi,0,123
Olukemi,0,5
Oluwabukunmi,0,6
Oluwabusola,0,5
Oluwadabira,0,5
Oluwadunmininu,0,5
Oluwafisayo,0,5
Oluwafunmilayo,0,12
Oluwafunmilola,0,5
Oluwajomiloju,0,15
Oluwakemi,0,102
Oluwalonimi,0,5
Oluwatomilola,0,5
Oluwatoyin,0,46
Oluwatoyosi,0,5
Oluwatumininu,0,5
Olvia,0,10
Olya,0,6
Olympia,0,356
Olyve,0,18
Olyvea,0,10
Olyvia,0,1550
Olyviah,0,31
Oma,0,16
Omaira,0,40
Omara,0,86
Omarah,0,5
Omaria,0,145
Omariah,0,12
Omariana,0,16
Omarianna,0,6
Omarionna,0,5
Omaris,0,7
Omaya,0,52
Omayma,0,6
Omayra,0,75
Omera,0,22
Omesha,0,12
Omiya,0,5
Omiyah,0,11
Omnia,0,45
Omolara,0,62
Omolola,0,54
Omotara,0,6
Omotola,0,11
Omunique,0,81
Omya,0,56
Ona,0,266
Onalee,0,105
Onaleigh,0,7
Onaya,0,5
Ondine,0,52
Ondrea,0,115
Oneida,0,113
Oneisha,0,17
Onesha,0,13
Onesti,0,61
Onesty,0,102
Oneyda,0,24
Oni,0,88
Onia,0,5
Onica,0,106
Onika,0,176
Onisha,0,6
Onisty,0,13
Oniya,0,52
Oniyah,0,49
Onna,0,199
Onnah,0,10
Onnaleigh,0,5
Onnie,0,6
Onnika,0,65
Onora,0,16
Onya,0,77
Onyah,0,10
Onye,0,21
Onyinye,0,21
Onyinyechi,0,80
Onyinyechukwu,0,11
Onyka,0,5
Oona,0,505
Oonagh,0,17
Opal,0,1141
Ophelia,0,1224
Ophelie,0,6
Oprah,0,18
Orah,0,13
Oralia,0,268
Orchid,0,113
Oreana,0,13
Oreanna,0,6
Orelia,0,7
Orenda,0,7
Oria,0,36
Oriana,0,1359
Oriane,0,16
Orianna,0,675
Orianne,0,5
Orielle,0,18
Oriona,0,8
Orionna,0,13
Orissa,0,11
Orit,0,10
Oriya,0,41
Oriyah,0,40
Oriyana,0,5
Orla,0,305
Orlagh,0,6
Orlaith,0,11
Orlandria,0,41
Orli,0,204
Orly,0,306
Ornella,0,98
Orpha,0,11
Orquidea,0,10
Orquidia,0,17
Orr,0,5
Orya,0,5
Osa,0,6
Osanna,0,5
Oshanique,0,5
Osheana,0,6
Osheanna,0,17
Oshun,0,5
Oshyn,0,30
Osiana,0,5
Osirys,0,10
Osmara,0,164
Osmary,0,16
Osnas,0,5
Ostara,0,5
Oswyn,0,6
Otavia,0,6
Otilia,0,84
Otisha,0,10
Ottavia,0,7
Ottilia,0,6
Ottilie,0,19
Otylia,0,11
Oumie,0,8
Oumou,0,384
Oumy,0,21
Ourania,0,17
Ovee,0,5
Oviya,0,129
Oxana,0,5
Oyinkansola,0,59
Oyuki,0,60
Oyuky,0,12
Ozara,0,5
Ozaria,0,10
Ozioma,0,26
Pa,0,83
Pacha,0,7
Pachia,0,74
Pacie,0,28
Pacience,0,25
Pacifica,0,6
Padee,0,6
Pader,0,5
Padma,0,24
Padme,0,73
Padyn,0,5
Paedyn,0,29
Paelyn,0,60
Paelynn,0,11
Paesyn,0,16
Paeten,0,5
Paetin,0,5
Paetra,0,6
Paetynn,0,28
Paeyton,0,53
Pagan,0,12
Pahal,0,25
Pahola,0,101
Pahoua,0,7
Paidyn,0,32
Paigelyn,0,16
Paigelynn,0,10
Paighton,0,224
Paightyn,0,6
Paije,0,99
Paikea,0,13
Pailey,0,32
Paili,0,5
Pailyn,0,84
Pailynn,0,41
Paisely,0,27
Paishance,0,6
Paishence,0,20
Paislea,0,41
Paislee,0,2529
Paislei,0,44
Paisleigh,0,565
Paisli,0,49
Paislie,0,226
Paisly,0,122
Paislyn,0,24
Paislynn,0,26
Paison,0,13
Paisyn,0,115
Paitin,0,28
Paitlyn,0,37
Paitlynn,0,6
Paitynn,0,182
Paiyton,0,34
Paizlee,0,406
Paizleigh,0,79
Paizley,0,610
Paizli,0,21
Paizlie,0,38
Paizly,0,14
Paje,0,6
Pakou,0,15
Palak,0,162
Paley,0,17
Palin,0,133
Pallas,0,36
Pallavi,0,163
Palma,0,10
Palmira,0,15
Paloma,0,4800
Palyn,0,87
Palynn,0,39
Pamala,0,14
Pamella,0,91
Panagiota,0,69
Panayiota,0,43
Pandora,0,571
Panhia,0,5
Pantera,0,76
Paolina,0,93
Par,0,10
Paradice,0,6
Paradise,0,552
Paradyce,0,5
Paraskevi,0,55
Paree,0,10
Pareesa,0,11
Pari,0,440
Paridhi,0,14
Pariis,0,15
Parina,0,6
Parinita,0,11
Parisa,0,304
Parisha,0,11
Parishay,0,5
Pariss,0,105
Parissa,0,34
Pariz,0,11
Parizoda,0,12
Parleen,0,5
Parmida,0,21
Parmis,0,27
Parneet,0,120
Parnika,0,113
Parthenia,0,22
Parvathi,0,5
Parvathy,0,11
Parvati,0,12
Parvina,0,5
Parys,0,181
Paryss,0,12
Pascale,0,121
Pascuala,0,6
Pashance,0,25
Pashence,0,29
Pashience,0,5
Pashion,0,5
Pashyn,0,5
Pasleigh,0,11
Pasley,0,5
Passion,0,905
Passionae,0,5
Patiance,0,36
Patra,0,15
Patria,0,25
Patriana,0,6
Patrica,0,80
Patrina,0,54
Patrisha,0,163
Patrisia,0,39
Patrycia,0,6
Patrycja,0,143
Patsy,0,336
Patti,0,58
Pattie,0,6
Patty,0,197
Patyn,0,5
Patzy,0,23
Paulene,0,5
Pauleth,0,6
Paulett,0,33
Paulette,0,932
Paulina,0,8226
Pauline,0,1408
Pavani,0,31
Pavithra,0,49
Pavitra,0,6
Pavneet,0,5
Pavni,0,5
Paw,0,114
Payal,0,95
Paycee,0,14
Paycie,0,5
Payeton,0,64
Payge,0,696
Paying,0,10
Paylan,0,6
Paylen,0,27
Paylin,0,102
Payshance,0,6
Payshence,0,42
Payslee,0,140
Paysleigh,0,16
Paysley,0,34
Paysli,0,18
Payslie,0,64
Paytience,0,54
Paytn,0,46
Paytten,0,5
Paytton,0,34
Paytyn,0,379
Paytynn,0,6
Payzlee,0,105
Payzley,0,10
Payzli,0,13
Payzlie,0,27
Pazley,0,5
Pazong,0,10
Peaches,0,72
Pearl,0,4076
Pearla,0,187
Pearlie,0,16
Pearly,0,8
Pebbles,0,96
Peggie,0,6
Peggy,0,441
Peighten,0,11
Peightyn,0,111
Peiton,0,18
Peityn,0,82
Pela,0,11
Pelin,0,48
Pella,0,23
Pema,0,110
Pemberley,0,22
Penda,0,42
Penellope,0,7
Penelope,0,20950
Penelopea,0,5
Peneloperose,0,6
Penelopi,0,30
Penelopy,0,21
Penina,0,296
Penley,0,13
Pennelope,0,104
Penney,0,13
Penni,0,20
Pennie,0,104
Penny,0,1763
Pennylane,0,28
Penrose,0,6
Peony,0,11
Percilla,0,44
Peregrina,0,5
Perel,0,379
Perfect,0,5
Peri,0,663
Peris,0,17
Perl,0,231
Perla,0,9959
Perlita,0,42
Perpetua,0,40
Perrie,0,23
Perrine,0,5
Perryn,0,6
Persaeus,0,42
Persais,0,80
Persaius,0,18
Persaus,0,8
Persaya,0,5
Persayis,0,15
Persayus,0,50
Perseis,0,24
Persephanie,0,96
Persephany,0,11
Persephone,0,1221
Persephoni,0,8
Persephonie,0,58
Persephony,0,12
Persia,0,535
Persis,0,17
Pesha,0,5
Peshy,0,5
Pessel,0,25
Pessi,0,5
Pessie,0,11
Pessy,0,481
Petal,0,13
Petra,0,1660
Petrina,0,56
Petrona,0,125
Petunia,0,5
Petyon,0,5
Peytan,0,236
Peytonn,0,5
Peytyn,0,205
Peytynn,0,10
Pfeiffer,0,11
Phaedra,0,398
Phaith,0,32
Phallon,0,50
Phallyn,0,18
Phalyn,0,35
Phalynn,0,5
Phantasia,0,12
Phara,0,6
Pharah,0,25
Pharrah,0,86
Pharyn,0,5
Phatima,0,15
Phebe,0,508
Phebee,0,5
Phebie,0,5
Phelicity,0,5
Phenyx,0,19
Pheobe,0,369
Pheona,0,47
Phia,0,5
Philana,0,21
Philena,0,11
Philicia,0,50
Philicity,0,6
Philina,0,6
Philippa,0,369
Philisha,0,6
Phillipa,0,25
Phillis,0,8
Philomena,0,436
Phiona,0,78
Phoebee,0,19
Phoebi,0,5
Phoebie,0,33
Phoenixx,0,11
Phung,0,14
Phuong,0,101
Phuongvy,0,6
Phylicia,0,194
Phylisha,0,5
Phyllis,0,390
Pia,0,756
Piedad,0,11
Pieper,0,142
Piera,0,22
Pierina,0,10
Pierra,0,19
Pietra,0,66
Pihu,0,12
Pink,0,5
Pippa,0,497
Pipper,0,29
Pippin,0,12
Pixie,0,177
Piya,0,85
Platinum,0,5
Pleasant,0,6
Plum,0,5
Poem,0,6
Poetri,0,5
Poetry,0,82
Pola,0,125
Polaris,0,5
Polet,0,16
Poleth,0,18
Polett,0,5
Polette,0,52
Polina,0,617
Polly,0,529
Pollyanna,0,73
Pooja,0,563
Poonam,0,11
Poorna,0,5
Poorvi,0,25
Poppi,0,24
Poppy,0,1258
Porcha,0,31
Porche,0,18
Porchia,0,6
Porscha,0,161
Porsche,0,215
Porschia,0,7
Porsha,0,469
Porshay,0,5
Porshea,0,5
Porshia,0,25
Portia,0,988
Portlyn,0,5
Portlynn,0,5
Posey,0,115
Posie,0,24
Posy,0,11
Potter,0,5
Prabhleen,0,49
Prachi,0,267
Pragathi,0,5
Pragati,0,9
Pragna,0,42
Pragnya,0,33
Pragya,0,117
Prairie,0,103
Prajna,0,73
Prakriti,0,40
Prakruti,0,5
Pranathi,0,120
Pranati,0,60
Pranavi,0,315
Pranaya,0,22
Pranika,0,30
Pranisha,0,6
Pranita,0,30
Pranitha,0,5
Pranshi,0,11
Prapti,0,34
Prarthana,0,37
Pratiksha,0,6
Pratyusha,0,5
Pravallika,0,5
Prayer,0,35
Praylee,0,5
Prayze,0,6
Precilla,0,72
Preciosa,0,126
Preciousa,0,5
Precius,0,5
Preesha,0,16
Preethi,0,103
Preeti,0,103
Preeya,0,16
Preksha,0,11
Prema,0,8
Preonda,0,6
Prerana,0,58
Prerna,0,55
Prescilla,0,121
Prescious,0,5
Preshus,0,11
Presious,0,13
Preslea,0,95
Preslei,0,74
Presleigh,0,938
Presli,0,343
Preslie,0,1108
Presly,0,127
Preslyn,0,57
Preslynn,0,30
Presslie,0,10
Pressly,0,37
Prestley,0,10
Pretty,0,40
Preya,0,13
Prezlee,0,13
Prezleigh,0,11
Prezley,0,40
Pria,0,214
Prianka,0,5
Prianna,0,11
Pricella,0,6
Pricila,0,788
Pricilla,0,882
Pricillia,0,5
Pricsila,0,5
Pricsilla,0,6
Priella,0,5
Prim,0,29
Prima,0,11
Primrose,0,93
Prina,0,10
Princella,0,10
Princes,0,12
Princesa,0,289
Princess,0,4605
Princessa,0,127
Prinsesa,0,7
Prisca,0,150
Priscella,0,121
Priscila,0,2596
Priscilla,0,12705
Priscille,0,5
Priscylla,0,5
Priseis,0,113
Prisha,0,1136
Prisila,0,561
Prisilla,0,251
Prisma,0,105
Prissila,0,17
Pristine,0,37
Prithika,0,23
Priti,0,35
Pritika,0,47
Priya,0,2651
Priyah,0,41
Priyal,0,91
Priyana,0,33
Priyanka,0,743
Priyanshi,0,33
Priyasha,0,17
Promiss,0,58
Promisse,0,7
Promize,0,25
Promyce,0,23
Promyse,0,202
Promyss,0,5
Prosperity,0,58
Providence,0,119
Prudance,0,5
Prudence,0,577
Prue,0,6
Pryia,0,5
Pryncess,0,13
Prynn,0,5
Prysilla,0,6
Pualani,0,32
Puja,0,154
Purity,0,151
Purpose,0,5
Purva,0,43
Purvi,0,85
Pushti,0,6
Pyper,0,1858
Pypper,0,5
Qadira,0,29
Qadirah,0,5
Qiana,0,195
Qianna,0,41
Qiara,0,53
Qing,0,5
Qirat,0,20
Qorianka,0,7
Quadasia,0,15
Quadira,0,5
Qualiyah,0,6
Quamya,0,5
Quanae,0,17
Quanasia,0,69
Quaneisha,0,39
Quanesha,0,66
Quaneshia,0,8
Quanique,0,8
Quanisha,0,119
Quanita,0,6
Quaniya,0,97
Quaniyah,0,81
Quantasia,0,40
Quantavia,0,12
Quantaya,0,21
Quanteria,0,8
Quantiana,0,5
Quanya,0,5
Quartney,0,5
Quashia,0,7
Quasia,0,11
Quayla,0,13
Queen,0,1053
Queena,0,172
Queency,0,5
Queenie,0,401
Quenia,0,11
Quentasia,0,29
Querida,0,12
Quetzali,0,216
Quetzalli,0,455
Quetzally,0,41
Quetzaly,0,206
Quiana,0,496
Quianna,0,222
Quiara,0,137
Quiera,0,13
Quierra,0,49
Quimora,0,5
Quinasia,0,23
Quincee,0,143
Quinesha,0,63
Quineshia,0,5
Quinisha,0,14
Quiniya,0,37
Quiniyah,0,33
Quinlee,0,37
Quinleigh,0,5
Quinley,0,168
Quinlynn,0,108
Quinna,0,15
Quinne,0,88
Quinnesha,0,5
Quinnlee,0,5
Quinnleigh,0,7
Quinnley,0,57
Quinnly,0,9
Quinnlyn,0,156
Quinnlynn,0,6
Quintana,0,27
Quintara,0,16
Quintasia,0,130
Quintavia,0,37
Quintaya,0,7
Quintera,0,5
Quinteria,0,34
Quinterra,0,12
Quinterria,0,5
Quintessa,0,95
Quintina,0,10
Quinya,0,26
Quiriat,0,5
Qunesha,0,5
Quora,0,5
Quorra,0,127
Quynh,0,127
Quynhanh,0,5
Quynn,0,127
Qwynn,0,22
Qynn,0,5
Raaga,0,52
Raahi,0,35
Raaina,0,12
Raashi,0,8
Raavi,0,7
Raaya,0,10
Rabab,0,47
Rabecca,0,127
Rabecka,0,6
Rabeka,0,15
Rabekah,0,16
Rabekka,0,5
Rabia,0,255
Rabiah,0,13
Rabiya,0,16
Racelyn,0,5
Racey,0,5
Rachal,0,90
Rachana,0,125
Racheal,0,1225
Rachelann,0,25
Rachelanne,0,5
Rachele,0,156
Rachell,0,721
Rachelle,0,2625
Rachelmarie,0,5
Rachely,0,5
Rachita,0,5
Rachna,0,54
Rachyl,0,52
Racie,0,11
Racquel,0,689
Racquelle,0,30
Rada,0,11
Radha,0,337
Radhika,0,393
Radia,0,21
Radiance,0,89
Radiya,0,18
Radwa,0,15
Raea,0,43
Raeah,0,26
Raeana,0,147
Raeanah,0,5
Raeann,0,796
Raeanna,0,720
Raeanne,0,439
Raechal,0,5
Raechel,0,365
Raechelle,0,49
Raeesah,0,15
Raegann,0,36
Raegen,0,512
Raegene,0,5
Raeghan,0,262
Raegin,0,19
Raegyn,0,191
Raehanna,0,7
Raejean,0,11
Raela,0,102
Raelah,0,5
Raelea,0,55
Raelean,0,5
Raelee,0,853
Raeleen,0,99
Raelei,0,19
Raeleigh,0,1048
Raelen,0,26
Raelena,0,5
Raelene,0,336
Raeley,0,183
Raeli,0,62
Raelie,0,65
Raeliegh,0,5
Raelin,0,449
Raelina,0,5
Raelinn,0,20
Raelle,0,133
Raely,0,46
Raelyne,0,28
Raelynne,0,265
Raen,0,6
Raena,0,560
Raenah,0,55
Raene,0,5
Raenelle,0,6
Raengel,0,22
Raeniyah,0,5
Raenna,0,6
Raeona,0,5
Raeonna,0,92
Raevan,0,5
Raeven,0,235
Raevin,0,59
Raevyn,0,359
Raevynn,0,15
Raewyn,0,11
Raeya,0,191
Raeyah,0,6
Raeyana,0,5
Raeyanna,0,5
Raeyonna,0,8
Rafaela,0,474
Rafaella,0,316
Rafeef,0,47
Raffaela,0,11
Raffaella,0,111
Rafia,0,42
Ragad,0,24
Ragen,0,239
Raghad,0,140
Raghavi,0,5
Ragin,0,6
Ragina,0,6
Ragini,0,6
Raha,0,88
Rahab,0,15
Rahaf,0,284
Rahama,0,6
Rahanna,0,10
Raheema,0,16
Raheemah,0,6
Rahel,0,189
Rahela,0,6
Rahf,0,8
Rahima,0,88
Rahini,0,15
Rahjae,0,5
Rahma,0,582
Rahmah,0,64
Rahmo,0,6
Rahmya,0,15
Rahna,0,5
Rahni,0,5
Rahniya,0,50
Rahniyah,0,17
Raia,0,157
Raiah,0,32
Raiana,0,78
Raianna,0,74
Raianne,0,5
Raichel,0,17
Raida,0,6
Raielle,0,14
Raifah,0,6
Raigan,0,559
Raigen,0,231
Raighan,0,28
Raigyn,0,15
Raihaanah,0,5
Raihana,0,53
Raihanna,0,13
Raija,0,5
Raika,0,5
Railee,0,181
Raileen,0,5
Raileigh,0,128
Railyn,0,403
Railynn,0,318
Railynne,0,5
Raima,0,135
Raime,0,13
Raimee,0,41
Raimey,0,18
Raimi,0,45
Raina,0,4483
Rainah,0,215
Rainbow,0,107
Rainee,0,246
Rainelle,0,22
Raini,0,176
Rainie,0,256
Rainna,0,166
Rainne,0,5
Rainy,0,364
Raionna,0,60
Raiqa,0,5
Raisa,0,370
Raisah,0,6
Raisha,0,27
Raissa,0,163
Raiven,0,209
Raivyn,0,94
Raiya,0,204
Raiyah,0,27
Raiyana,0,5
Raiyn,0,16
Raiyna,0,6
Raiyne,0,12
Raiza,0,107
Raizel,0,611
Raizy,0,970
Rajaa,0,11
Rajana,0,6
Rajanae,0,96
Rajanee,0,5
Rajvi,0,34
Rakaya,0,16
Rakayla,0,197
Rakeb,0,80
Rakeisha,0,5
Rakel,0,145
Rakell,0,29
Rakelle,0,16
Rakeria,0,6
Rakeya,0,11
Rakhia,0,37
Rakia,0,120
Rakiah,0,53
Rakira,0,16
Rakiya,0,272
Rakiyah,0,314
Raksha,0,78
Rakshitha,0,5
Rakya,0,31
Rakyah,0,48
Rakyia,0,16
Rakyla,0,15
Ralee,0,18
Ralene,0,5
Raley,0,238
Raliyah,0,55
Ralyn,0,76
Ralynn,0,101
Ramah,0,21
Ramandeep,0,7
Ramani,0,105
Ramata,0,92
Ramatou,0,8
Ramatoulaye,0,122
Ramatoulie,0,5
Ramatu,0,5
Ramaya,0,159
Ramayah,0,6
Rameka,0,5
Ramia,0,127
Ramiah,0,333
Ramiele,0,10
Ramielle,0,17
Ramina,0,10
Ramira,0,37
Ramisa,0,54
Ramisha,0,10
Ramiya,0,284
Ramiyah,0,676
Ramla,0,138
Ramona,0,1810
Ramsha,0,58
Ramsi,0,5
Ramsie,0,38
Ramya,0,795
Ramyah,0,116
Ramyia,0,38
Ramyiah,0,43
Ramzie,0,5
Ranaa,0,5
